genes	B.cells	T4.cells	T8.cells	DC	Granulocytes	MO	NK.cells
FAM193A	6740526.39054712	30085569.84661651	15853612.914321238	14841022.209347317	17320736.52691853	25035455.95602647	5082623.545681187
FAM205C	66258097.457707405	3581598.2313367086	67795397.8701773	2637205.8252633456	329151206.13369614	5910577.281674657	28239727.975892987
FAM207A	36259995.462949574	35594609.081944495	60273402.10733016	73114391.57361458	45407759.26369475	36682699.80102168	33860512.78957957
FAM20B	31796108.612676967	30640751.623911742	37902538.58376893	27169825.674356565	31724501.607257813	34946387.15740166	64250509.35906271
FAM210A	170090009.06229553	45738084.18727807	58811093.1197635	32613385.572950136	44727553.94160526	38675083.260275766	63925717.31525387
FAM210B	23741720.869288184	33754414.99734037	45697976.118256904	8347283.623471224	4079483.340391617	29102838.433001403	15016158.604391951
FAM234A	5223848.229834361	22233076.050680734	8183338.981695237	5331008.6997000165	31846517.84739801	51635073.428237535	21370845.88571006
FAM241A	35971704.08011644	59756365.19231999	30930995.87060382	299622886.722115	63167739.32075693	46789031.06255283	48541195.42188415
FAM241B	5806356.406876476	10022794.156865826	10469327.956779283	3903461.9843127853	8183132.256210537	3487245.3085635565	2032267.9630822015
FAM32A	417968754.8848073	103708896.37568769	119658627.58299889	31434596.28208836	1324967659.968626	106310577.43941513	69585646.73358248
FAM3A	98780758.60138372	20741634.231888153	28032955.986656245	20440817.64600909	6715877.199649812	19829072.536763504	17992740.433329172
FAM3C	721792617.8006768	261418140.59098163	336295160.8622479	290374590.6777046	1135530398.18168	256795823.74444458	467397656.30920357
FAM50A	223777559.9987406	240996908.5491772	294500433.1342801	305690257.09110576	196264006.07343477	262850373.6478857	80470585.15806744
FAM50B	8317400.318760158	18074157.956993144	15494013.37189133	6451301.231835302	3203988.7919006525	8032929.84709923	13369048.711386794
FAM53B	12730690.690394713	14894377.004135175	13321227.946892861	3542132.0835739956	93440813.62296623	4462619.577758442	14184545.862062916
FAM53C	17430220.20723643	2108295.397596462	16161792.503912548	50213770.46813318	2596142.441891498	51722532.35910859	27259894.351066813
FAM76A	35697142.727253	31930156.12183442	38542677.129472554	47520762.043986425	24013492.41070694	29684124.334816646	29299242.867871597
FAM76B	202707079.74377242	46141118.13565719	63934720.18363577	19468853.255226374	93195489.567311	33992078.17723343	19708089.85993913
FAM78A	11913738.201815926	48898945.074967034	38510621.4283748	35299606.0974167	27894589.070676092	46986059.373274036	44206333.43732959
FAM83D	174460863.67573774	1266174092.9482706	175081174.08773735	9044572.00408784	224017389.35222375	307554133.8520576	38321018.49471238
FAM89B	3002799.623098281	2602244.2804546896	2734121.735230573	9761910.066083662	5038352.568870376	2804145.1004011165	2010997.3942168404
FAM8A1	2913749.812817567	4648275.952306628	5333383.510025652	3778048.194993396	12012804.034544595	9565074.660344195	15611583.618203685
FAM91A1	185569520.31689325	68834140.85602215	98061521.07562588	121366459.04754674	228515017.86658666	244628165.6832484	113031859.7733103
FAM98A	232671629.0079122	129680710.76049885	106872274.4061002	39160396.31275746	47004382.77885779	76364888.14000717	102917567.67954415
FAM98B	1155053237.6201315	967894632.3284744	1600992661.930794	489714410.60847586	683430694.2993641	607619228.9215684	538407832.0477985
FAM98C	64345828.123161785	48159359.902543604	106592103.65131912	42359002.86685001	99821913.74895717	49686169.2098572	63850133.562875554
FANCD2	54750447.12212287	27221546.3825886	11084328.447827531	31380035.94570317	152064155.58984798	9918358.323852178	4593134.699599525
FANCE	3943834.022372417	3001786.917679224	2174127.0076706824	1335941.9986808095	6267351.377897278	6881126.863532638	2468380.507778557
FANCG	4520287.780913353	54581599.286601275	59763143.611488305	59825624.07383673	758959544.9626617	58437332.576133884	65825236.543582074
FANCI	67303964.68857348	66222930.09436229	167659546.8045082	340102676.86794174	184853406.7841515	198426794.5491633	88524767.5138194
FAR1	44191283.18517995	38756993.89832654	68069554.80705367	141195492.37433994	55541850.818830654	342265233.48790556	115554060.68871348
FAR2	9219251.87568446	6615775.662851671	6472165.853174918	3694295.36415204	17745287.995915364	83611611.29356492	72801868.6736877
FARP2	1784671.2303690931	23027837.860755134	12071958.316276615	34075457.00480756	5036833.678003455	21645266.275326025	2013760.6400578453
FARS2	105810946.82758161	81526174.60351002	114014199.70064701	101856469.36936924	87718941.67704478	103522291.74537186	75960586.8624506
FARSA	892010818.802509	880018696.1095227	1670236640.9990172	675692827.6539662	764284263.8828967	458320947.55658776	582850978.8402115
FARSB	1669383691.4274485	1564965425.622858	3619665755.4173684	521370883.45730805	818658292.7808443	832723920.9061629	1121550439.979751
FAS	94387167.32583795	618704500.8786815	265640348.99818608	30173478.95189796	260096526.87699896	36094702.84954318	29748658.73622504
FASLG	2273290.856520203	8224859.52432469	11460715.080936091	1507470.0555891779	2447602.9321588823	37679369.2002986	40274904.2837684
FASN	2988580937.5867763	1204280322.104324	1274696401.105817	6554123850.676372	520128402.5967152	2346597209.2362447	613265733.0689427
FASTKD1	29047986.312630277	50639286.03437118	24464857.689580645	14122553.019177807	45554837.65363465	44915627.308953434	20982642.658961065
FASTKD2	19834774.373089775	55134925.78819373	71165675.00213419	31163437.628878824	88747290.50985417	71750863.27345727	39636907.83751353
FASTKD5	81306484.44455564	300898562.1018673	155393484.73524988	116258690.43741952	318335131.49007255	167416747.33818534	183850729.36555693
FAU	993003274.5174192	1815816951.2764602	1705616685.0246904	1155151615.2665539	1456281643.5382643	1036704601.1358403	2358513373.583532
FBH1	179563775.2814829	100441873.18747294	60915982.531594664	60325602.07865593	384626967.7979911	541804852.3450999	77234804.08691485
FBL	5129819926.9019575	2761758446.8271585	4991292914.0121565	932565989.5493631	2581388065.447394	1279703767.058417	3674943106.244576
FBLL1	1178273280.851696	757674103.6586213	1184318664.149195	233008169.52063754	530354037.4036048	459681321.6532476	599695994.8650985
FBLN1	1608118698.2962525	463254650.4094877	117058928.50924085	100234331.89936748	144067827.94543937	90373328.4261812	7695159.696072602
FBLN5	3987344.114450562	4682652.297918355	2055088.8613809657	5463614.281944067	1535175.3894468187	4366140.267037319	2687591.78870236
FBN3	286527620.89326316	182548164.93302876	283031775.434151	170368255.4666964	411942308.9828422	96573639.96974541	144231253.29015324
FBP1	457117700.6267789	1063116499.8216945	2143052355.398159	3292130217.5637894	24167970584.270794	4472936585.538054	2325401379.861718
FBP2	26749619.160621192	54789123.10605334	179380683.74544525	452492209.5241158	1893420637.082855	742130935.7975918	88742156.69003902
FBRS	14993600.903301219	24272966.68916701	28015129.80090736	57903366.18049874	15381178.71733556	380836123.52863365	69838037.34870619
FBXL12	222946031.66383046	479224553.1809117	461914818.75155985	220328700.53028685	3068027746.736075	665763514.465436	506060613.24113494
FBXL15	5847470.563434035	76688847.41900162	25857929.9511578	24794325.198745646	42108080.44147732	31103402.22251419	36245623.835166804
FBXL17	213084207.2303522	44365675.10457499	140805918.46870512	27129348.690621693	33495514.80793214	98530745.25142449	58628176.94696117
FBXL18	49804928.01990578	217077537.06591502	70877083.93461116	41386874.95216885	121528622.86415297	87344374.0317901	69567182.02181445
FBXL19	4024503.1067458955	88865908.9965594	84803375.10061643	104412650.38083492	342627011.40858555	38817316.52290531	108481723.35487007
FBXL20	49136998.131220624	40524914.52451863	53593582.36051059	47376631.9954167	153525135.14587674	89875740.2222302	40710394.479366
FBXL3	20932127.867558084	871914380.0978788	20099751.411905255	1658847.2946997674	30230098.064247202	30679974.3233562	1626432.856221292
FBXL6	18864911.25638667	22907394.239817016	27276436.14787915	39590859.88642773	17338202.67465433	107812858.40488058	38909509.321197785
FBXL8	8402076.318262607	179465929.3378658	96470050.6153812	46996477.19260875	338710811.0074027	85894933.95007665	58856201.62213055
FBXO2	123024066.43823951	148792818.2596518	159136458.62007573	26245277.991503008	117735605.86386502	22651027.462680966	219113318.64324883
FBXO21	34327500.920123234	22783493.855513804	26817718.36343155	9699630.014973033	24228979.009958614	22167997.67580578	10110284.08608648
FBXO22	2944767818.352269	117405256.02660955	205377175.1900106	168914598.01457965	152269458.54013145	74392925.3787246	90795988.170864
FBXO28	154032262.35097215	38929340.01245195	23784597.75050327	10326455.347714888	40938734.62194872	24979779.789854765	18058506.038362395
FBXO3	190806419.90233842	81073660.7144247	101775725.48878951	33246293.76675259	38831712.23857743	33737624.64567632	59647683.81550848
FBXO30	348590025.6786141	76253840.60362694	129558345.18926716	422268409.74574137	64606089.10854644	350589444.2899192	48810541.95416986
FBXO33	394871956.6841253	73106964.66003269	52553149.59665663	84910404.78695618	179666578.06920493	76390839.4774584	4047084.2364965277
FBXO38	104638333.7267584	78014742.69925483	156377206.89245212	61434810.31311117	74523185.56658511	92953440.88053626	72364071.1742947
FBXO4	41285635.00744666	35047370.6787521	44190168.32016142	36941697.5161292	22453769.941931106	45866645.0081809	27586291.527201753
FBXO42	61144153.7273392	51058844.481251635	28146397.836059444	24051211.984988436	19173036.126898073	17031841.39544631	17936450.894639496
FBXO44	9834860.732873801	77989418.88115235	35957473.57012791	6625834.0696124965	10752885.572942968	4236524.775609529	25331200.15192098
FBXO45	40522504.86043972	13664159.738559736	20268450.842924427	14261010.368740974	32843833.622355025	17879650.79694648	9926564.91274739
FBXO46	4806561.247616856	7175705.191901488	11838209.90974282	2521101.2290393626	11845726.304667462	2167450.972749837	7881781.82339651
FBXO5	15073845.905451017	2514510.220365257	5051442.540993742	21228650.56247035	21307851.64719261	3623449.583839355	2889074.3951192275
FBXO6	2122644144.6125543	1632669880.8627026	206675572.5405788	140485161.329005	127258680.16035782	155343270.52343288	411313461.00157136
FBXO7	71255958.5985222	139763340.5070584	192514467.98436353	88856063.60972852	194437017.38371873	88435974.24598332	73384895.98479013
FBXO9	7178844.636819793	11735558.595950678	17821114.29756684	16590772.1259726	54862850.516469486	17178161.877176408	13082045.70807161
FBXW11	108864238.20645542	77217471.29316221	78783645.93268393	188090177.9563855	159908847.24905238	99878440.14290997	164445873.8132855
FBXW2	116743766.71565582	127348663.67526647	176834723.44095314	30799605.986055203	60770465.65736161	31253457.02128018	64743164.82996683
FBXW4	11964481.756905315	11308596.638369896	14674694.961114204	5468203.023704302	14356149.057542713	4536937.626948194	8593106.744370658
FBXW5	12199266.099424902	9263564.463385314	8811484.700707596	7598993.971815485	12654362.762045354	4572465.94099283	10173111.89364272
FCAR	4071070.0971262474	528593813.97026247	14481328.467989372	3245461.1852037515	1885983920.7163746	406670963.52201384	15773815.903976137
FCER1A	3859460.084714326	2577468.6262117564	2138981.0965192127	45875026.37402955	598778844.3429779	4908153.774545451	1676620.421897589
FCER1G	27206195.04145999	281437126.54944676	283613194.33987457	785807745.2535406	2142847462.1608353	1351705859.174064	1082447831.0363297
FCER2	224340919.61290166	4427988.9484427385	7238338.746930985	3282361.2861538962	21395866.06468141	84914291.1302664	3695365.042337384
FCF1	566778969.7781543	136533887.9305038	183245283.65910456	46759052.52152196	46846860.51143726	45215542.11757409	41088796.61583968
FCGBP	9340639.09846146	12180511.97490316	1824799.2466591785	5544142.96191018	9115052.21572101	4065681.734276054	3940240.823811818
FCGR1A	5761695.65508323	43179576.98775833	11075694.314763878	1054629.4330699758	2175043.5143087865	851323161.6601685	5646151.028270221
FCGR1B	5761695.65508323	43179576.98775833	11075694.314763878	1054629.4330699758	2175043.5143087865	851323161.6601685	5646151.028270221
FCGR1CP	5761695.65508323	43179576.98775833	11075694.314763878	1054629.4330699758	2175043.5143087865	851323161.6601685	5646151.028270221
FCGR2A	48139976.63115943	34927643.092228405	84112365.31268378	100067580.00390132	123154145.16659078	75390657.86227074	96104749.26428656
FCGR2B	192446261.66818577	3433552.2632463863	1567630.5743818914	172500807.7995533	241328902.6924783	13685979.231833376	7531769.153715955
FCGR3A	3454924.7046622066	175891934.08418027	135967380.6738019	4852691.5657717185	65624261.378190994	1266272407.34183	2696777791.5344524
FCGR3B	4421487.154680106	80143929.42566368	86699715.38497168	2440443.901400678	23907704434.308853	544369669.8055829	1617708814.4089692
FCGRT	4256284.905410709	64167935.223096296	2335830.7602053275	505062073.85103697	33673262.87213725	414316198.8944205	13443530.548946328
FCHO1	526555834.87589926	160483888.427516	268768011.1500183	201169020.0879457	152921853.9921989	91825660.97074233	110746126.14005676
FCHO2	31141820.097093288	61252951.530692935	86958195.50652896	58991308.23640965	47770199.0171397	166787041.55067796	52181687.122415155
FCHSD1	249899190.08932614	186299383.26868972	212161128.6398717	76812521.73976277	181660299.1282241	149912851.85584173	235656454.25542462
FCHSD2	627350215.1102902	47350105.29367309	53154124.947570495	3244588994.518103	338032480.8407255	60606249.31954373	28442010.040335085
FCMR	17279155.124140065	5686172.729912351	5287647.6857105475	31191662.91161941	11295904.18529686	9454277.032956326	4564236.461970963
FCN1	4170497.6114780772	3443609.3976157317	2687856.5878462954	212876896.6098086	1546751673.4913678	4284864513.059943	2996112.6466698656
FCN2	17405306.146618742	28803421.933697276	5466106.661145557	12902046.928948477	2633750.4833295178	9143408.488163967	1644050.6143393763
FCN3	13956905.951162575	182190270.46533996	34112649.14193276	46891654.64542147	58661001.92548269	45306285.21344084	1850180.2235487315
FCRL1	192330449.84451985	158095526.74626595	18566010.032360595	22317421.393107083	19892582.9550487	35636188.68611333	4852118.65346948
FCRL2	13901230.246430824	24845717.795704514	17902840.395674773	1381821.059295836	15977507.686092831	4363335.360943011	2433924.4901151666
FCRL3	13167469325.278551	11026182289.728079	11840007083.334206	4897481484.484681	16003246000.546934	8147476821.766079	11500571856.586815
FCRL5	15520093.775082285	12787200.756746728	4870455.938561744	1886808.9021241795	26933206.33093912	2782760.7968656677	4163392.5353092477
FCRLA	1041085840.6717135	4328911.344692106	3691243.287328358	3433257.7658734983	4789130.677720074	3018713.5391087057	2655749.2220229222
FCSK	106245046.1679696	184224198.27671227	343922185.87991065	97222792.26677385	125628310.48577139	142935031.5486104	176413458.4431273
FDFT1	142073918.01990265	45540767.44519533	27317001.48167253	113151089.06562854	42475181.4945767	49875707.9464591	118311427.69237663
